,Date,Open,High,Low,Close,Adj_Close,Volume,Dividend_Amt,Split_Coeff
108,2017-10-16,879.0,892.0,861.3,876.8,876.8,14633539,0.0,1.0
109,2017-10-13,879.3,890.7,873.35,876.45,876.45,9833512,0.0,1.0
110,2017-10-12,842.1,876.8,842.1,872.75,872.75,8522926,0.0,1.0
111,2017-10-11,845.3,858.4,836.0,840.15,840.15,7049800,0.0,1.0
112,2017-10-10,831.0,847.3,831.0,843.2,843.2,6734986,0.0,1.0
113,2017-10-09,839.0,839.8,828.0,830.65,830.65,4046109,0.0,1.0
114,2017-10-06,824.0,839.35,822.6,837.05,837.05,5942106,0.0,1.0
115,2017-10-05,825.0,828.45,818.65,824.15,824.15,4860479,0.0,1.0
116,2017-10-04,799.2,824.95,795.6,818.85,818.85,8643924,0.0,1.0
117,2017-10-03,780.9,803.85,780.9,798.35,798.35,8387059,0.0,1.0
118,2017-09-29,791.75,793.4,779.1,780.9,780.9,7619230,0.0,1.0
119,2017-09-28,799.65,802.9,780.2,786.45,786.45,13508179,0.0,1.0
120,2017-09-27,825.6,825.7,795.5,799.15,799.15,8434196,0.0,1.0
121,2017-09-26,821.7,827.05,812.2,820.1,820.1,4829571,0.0,1.0
122,2017-09-25,815.0,827.95,805.2,821.55,821.55,6505309,0.0,1.0
123,2017-09-22,839.9,839.9,813.2,817.4,817.4,5620443,0.0,1.0
124,2017-09-21,847.0,851.7,836.25,841.35,841.35,5920552,0.0,1.0
125,2017-09-20,856.1,872.5,845.1,847.15,847.15,11402965,0.0,1.0
126,2017-09-19,848.7,848.75,837.0,838.6,838.6,3528729,0.0,1.0
127,2017-09-18,850.0,851.05,843.1,845.55,845.55,2314174,0.0,1.0
128,2017-09-15,842.0,852.85,834.75,841.8,841.8,13072853,0.0,1.0
129,2017-09-14,855.8,861.5,842.0,843.85,843.85,5425486,0.0,1.0
130,2017-09-13,824.0,859.9,822.0,849.0,849.0,13430225,0.0,1.0
131,2017-09-12,822.75,825.0,817.0,823.75,823.75,2971669,0.0,1.0
132,2017-09-11,821.3,826.85,816.55,817.9,817.9,5801712,0.0,1.0
133,2017-09-08,820.0,823.25,812.1,816.9,816.9,6056729,0.0,1.0
134,2017-09-07,823.0,832.5,815.0,818.1,818.1,7408536,0.0,1.0
135,2017-09-06,813.2,826.25,811.4,822.7,822.7,22285024,0.0,1.0
136,2017-09-05,815.0,817.425,810.525,816.3,816.3,11528262,0.0,1.0
137,2017-09-04,807.75,818.075,797.925,806.675,806.675,9856750,0.0,1.0
138,2017-09-01,799.925,808.3,799.5,805.05,805.05,7054954,0.0,1.0
139,2017-08-31,787.5,798.725,787.0,797.25,797.25,11476990,0.0,1.0
140,2017-08-30,773.775,784.4,770.625,782.05,782.05,4724774,0.0,1.0
141,2017-08-29,780.925,783.75,765.0,766.075,766.075,6932842,0.0,1.0
142,2017-08-28,784.025,790.975,780.6,783.275,783.275,5630656,0.0,1.0
143,2017-08-24,795.0,796.55,782.25,784.025,784.025,5785142,0.0,1.0
144,2017-08-23,782.425,793.275,776.575,791.025,791.025,3803648,0.0,1.0
145,2017-08-22,786.0,789.95,778.025,780.025,780.025,4358460,0.0,1.0
146,2017-08-21,788.5,792.075,780.125,782.2,782.2,3462376,0.0,1.0
147,2017-08-18,782.0,788.9,776.575,787.7,787.7,3628022,0.0,1.0
148,2017-08-17,784.5,798.825,780.575,783.55,783.55,7236358,0.0,1.0
149,2017-08-16,786.525,788.0,775.1,783.05,783.05,6206788,0.0,1.0
150,2017-08-14,780.5,792.25,780.5,786.525,786.525,6144598,0.0,1.0
151,2017-08-11,775.475,790.0,766.5,773.125,773.125,7770128,0.0,1.0
152,2017-08-10,796.525,803.325,788.975,792.175,792.175,4657686,0.0,1.0
153,2017-08-09,800.75,810.0,792.5,799.4,799.4,4771286,0.0,1.0
154,2017-08-08,809.0,810.525,793.4,801.275,801.275,5011136,0.0,1.0
155,2017-08-07,815.8,815.8,806.275,808.175,808.175,4360036,0.0,1.0
156,2017-08-04,831.5,831.5,807.55,811.075,811.075,8494090,0.0,1.0
157,2017-08-03,813.425,832.45,808.525,825.05,825.05,9009552,0.0,1.0
158,2017-08-02,805.0,817.85,804.05,814.6,814.6,9502770,0.0,1.0
159,2017-08-01,811.375,811.375,795.75,801.8,801.8,5628596,0.0,1.0
160,2017-07-31,800.975,809.4,798.0,807.6,807.6,7574068,0.0,1.0
161,2017-07-28,795.625,802.975,789.0,797.225,797.225,6552046,0.0,1.0
162,2017-07-27,814.0,815.75,794.175,797.4,797.4,8416142,0.0,1.0
163,2017-07-26,802.1,814.95,800.55,811.375,811.375,10036778,0.0,1.0
164,2017-07-25,812.35,812.475,798.8,801.075,801.075,9172158,0.0,1.0
165,2017-07-24,800.0,812.45,792.5,807.625,807.625,19854458,0.0,1.0
166,2017-07-21,775.0,795.85,772.475,792.5,792.5,44410224,0.0,1.0
167,2017-07-20,769.875,775.0,761.85,764.45,764.45,6229372,0.0,1.0
168,2017-07-19,756.3,769.0,756.3,766.475,766.475,5390082,0.0,1.0
169,2017-07-18,773.4,775.9,755.5,759.95,759.95,8978824,0.0,1.0
170,2017-07-17,768.5,779.8,768.5,775.875,775.875,8571618,0.0,1.0
171,2017-07-14,760.0,768.0,757.775,766.875,766.875,9386022,0.0,1.0
172,2017-07-13,754.375,762.5,753.075,761.05,761.05,10519518,0.0,1.0
173,2017-07-12,749.7,762.5,748.75,755.55,744.55,7819594,0.0,1.0
174,2017-07-11,750.5,752.2,743.5,747.175,736.2969,9598458,0.0,1.0
175,2017-07-10,747.55,750.45,744.55,746.425,735.5579,1602158,0.0,1.0
176,2017-07-07,721.5,748.875,720.0,745.575,734.7203,16387270,0.0,1.0
177,2017-07-06,724.35,725.0,719.0,721.275,710.774,6213034,0.0,1.0
178,2017-07-05,714.725,723.725,712.0,721.325,710.8233,12439044,0.0,1.0
179,2017-07-04,695.0,713.55,694.5,710.975,700.624,8602400,0.0,1.0
180,2017-07-03,694.1,697.35,685.5,690.525,680.4717,4203772,0.0,1.0
181,2017-06-30,696.0,696.2,687.525,690.0,679.9543,3572422,0.0,1.0
182,2017-06-29,700.0,705.0,695.05,696.35,686.2119,5896644,0.0,1.0
183,2017-06-28,719.975,719.975,697.775,699.25,689.0697,7117076,0.0,1.0
184,2017-06-27,717.925,721.5,712.5,718.575,708.1133,14899756,0.0,1.0
185,2017-06-23,718.0,721.0,715.3,717.925,707.4728,14237664,0.0,1.0
186,2017-06-22,714.725,722.7,713.85,716.325,705.8961,10111884,0.0,1.0
187,2017-06-21,703.9,714.0,702.125,711.0,700.6486,9139886,0.0,1.0
188,2017-06-20,704.5,711.05,703.725,706.175,695.8939,4636798,0.0,1.0
189,2017-06-19,695.1,707.9,695.1,704.625,694.3665,6965824,0.0,1.0
190,2017-06-16,694.55,697.9,684.65,694.4,684.2903,14954314,0.0,1.0
191,2017-06-15,680.0,697.5,679.55,691.975,681.9006,12933608,0.0,1.0
192,2017-06-14,657.95,680.0,657.95,678.75,668.8682,24202054,0.0,1.0
193,2017-06-13,660.3,663.5,655.5,657.175,647.6072,2754582,0.0,1.0
194,2017-06-12,663.275,664.875,658.5,659.725,650.1201,3855026,0.0,1.0
195,2017-06-09,672.55,676.475,665.5,667.85,658.1268,6325604,0.0,1.0
196,2017-06-08,670.0,672.4,664.025,665.85,656.1559,3613042,0.0,1.0
197,2017-06-07,655.6,671.0,654.5,669.5,659.7528,5119908,0.0,1.0
198,2017-06-06,666.975,666.975,655.5,656.4,646.8436,4384712,0.0,1.0
199,2017-06-05,663.125,670.5,657.925,664.675,654.998,4953412,0.0,1.0
200,2017-06-02,667.5,669.35,658.5,662.375,652.7316,5255130,0.0,1.0
201,2017-06-01,666.35,670.0,661.5,664.125,654.4561,4358656,0.0,1.0
202,2017-05-31,683.5,683.975,667.9,670.35,660.5904,7508198,0.0,1.0
203,2017-05-30,677.95,682.35,674.25,679.675,669.7797,4415454,0.0,1.0
204,2017-05-29,668.5,682.725,667.8,678.45,668.5725,10982340,0.0,1.0
205,2017-05-26,651.975,672.2,650.0,668.65,658.9152,9797278,0.0,1.0
206,2017-05-25,650.0,656.2,648.225,651.225,641.7438,11850670,0.0,1.0
207,2017-05-24,653.75,656.85,647.55,648.85,639.4034,6549608,0.0,1.0
208,2017-05-23,662.85,664.925,651.0,652.775,643.2713,4216446,0.0,1.0
209,2017-05-22,663.25,666.8,657.6,662.075,652.4359,4023718,0.0,1.0
210,2017-05-19,666.5,667.85,655.0,659.425,649.8245,5857766,0.0,1.0
211,2017-05-18,670.125,675.0,662.05,663.675,654.0126,4475832,0.0,1.0
212,2017-05-17,676.5,682.975,673.875,676.55,666.7001,4500608,0.0,1.0
213,2017-05-16,673.025,688.45,670.5,678.15,668.2769,5785894,0.0,1.0
214,2017-05-15,678.2,678.2,666.75,672.05,662.2657,3080426,0.0,1.0
215,2017-05-12,680.025,682.0,672.025,675.225,665.3944,3439458,0.0,1.0
216,2017-05-11,682.05,684.875,675.825,679.775,669.8782,6301512,0.0,1.0
217,2017-05-10,667.4,681.8,665.325,679.55,669.6565,10471864,0.0,1.0
218,2017-05-09,662.0,666.825,660.125,665.175,655.4908,9649022,0.0,1.0
219,2017-05-08,665.0,669.75,659.175,660.7,651.0809,7345170,0.0,1.0
220,2017-05-05,680.8,683.675,662.5,664.125,654.4561,7131086,0.0,1.0
221,2017-05-04,687.5,689.8,677.025,678.975,669.0898,6567622,0.0,1.0
222,2017-05-03,688.45,690.375,682.5,685.05,675.0764,4343098,0.0,1.0
223,2017-05-02,697.6,701.0,683.15,685.275,675.2982,8499368,0.0,1.0
224,2017-04-28,704.875,710.15,695.5,697.6,687.4437,5416808,0.0,1.0
225,2017-04-27,708.5,712.075,701.1,704.75,694.4896,5747310,0.0,1.0
226,2017-04-26,717.5,720.025,701.3,708.225,697.914,7663550,0.0,1.0
227,2017-04-25,730.0,733.875,713.05,716.4,705.97,16807408,0.0,1.0
228,2017-04-24,704.525,717.5,700.1,708.7,698.3821,11663462,0.0,1.0
229,2017-04-21,690.25,710.5,689.275,701.25,691.0406,13820554,0.0,1.0
230,2017-04-20,689.5,693.4,682.05,684.775,674.8054,3837224,0.0,1.0
231,2017-04-19,684.5,691.275,678.775,684.4,674.4359,5290584,0.0,1.0
232,2017-04-18,699.975,705.0,683.5,685.1,675.1257,7322166,0.0,1.0
233,2017-04-17,682.4,697.775,682.4,695.925,685.7931,5411708,0.0,1.0
234,2017-04-13,677.0,686.7,673.675,682.4,672.465,5812376,0.0,1.0
235,2017-04-12,691.4,693.225,675.575,677.0,667.1436,12548430,0.0,1.0
236,2017-04-11,693.925,700.225,685.05,686.175,676.185,14743454,0.0,1.0
237,2017-04-10,705.0,712.45,688.65,690.675,680.6195,14066282,0.0,1.0
238,2017-04-07,710.65,717.0,701.275,703.3,693.0607,14572302,0.0,1.0
239,2017-04-06,704.5,724.45,701.1,719.25,708.7785,23142150,0.0,1.0
240,2017-04-05,687.325,709.0,687.325,707.5,697.1996,18434720,0.0,1.0
241,2017-04-03,671.0,690.25,668.525,687.325,677.3183,20520654,0.0,1.0
242,2017-03-31,633.0,668.825,633.0,660.45,650.8346,20751038,0.0,1.0
243,2017-03-30,627.5,637.375,626.5,635.325,626.0754,12737718,0.0,1.0
244,2017-03-29,625.85,630.0,616.675,628.325,619.1773,8651574,0.0,1.0
245,2017-03-28,629.0,632.0,621.05,622.875,613.8066,9923868,0.0,1.0
246,2017-03-27,635.55,639.375,623.6,625.55,616.4427,14836244,0.0,1.0
247,2017-03-24,637.05,646.0,634.225,643.375,634.0082,7443822,0.0,1.0
248,2017-03-23,631.575,638.775,629.0,636.65,627.3811,5398180,0.0,1.0
249,2017-03-22,626.0,632.95,623.275,629.85,620.6801,9276676,0.0,1.0
250,2017-03-21,641.1,641.95,629.65,631.9,622.7003,10330214,0.0,1.0
251,2017-03-20,653.0,653.125,639.175,640.4,631.0765,5883428,0.0,1.0
252,2017-03-17,654.0,659.975,649.025,650.35,640.8816,10390152,0.0,1.0
253,2017-03-16,655.0,655.2,646.8,648.825,639.3788,7279928,0.0,1.0
254,2017-03-15,645.525,658.15,645.2,652.475,642.9756,11021316,0.0,1.0
255,2017-03-14,640.825,659.5,640.825,644.75,635.3632,12693240,0.0,1.0
256,2017-03-10,645.125,648.0,630.6,640.825,631.4953,11331136,0.0,1.0
257,2017-03-09,645.0,649.0,640.75,643.375,634.0082,14215340,0.0,1.0
258,2017-03-08,653.85,653.85,643.05,645.6,636.2007,19812206,0.0,1.0
259,2017-03-07,659.425,663.5,648.075,652.475,642.9756,19233700,0.0,1.0
260,2017-03-06,634.5,656.0,632.625,652.675,643.1727,30504308,0.0,1.0
261,2017-03-03,620.775,643.9,620.775,629.275,620.1135,38541702,0.0,1.0
262,2017-03-02,618.95,627.35,613.525,618.375,609.3721,8258066,0.0,1.0
263,2017-03-01,620.05,622.2,615.0,617.25,608.2635,11148306,0.0,1.0
264,2017-02-28,616.0,624.0,614.25,619.025,610.0127,16509062,0.0,1.0
265,2017-02-27,591.375,628.4,591.375,619.45,610.4315,38137822,0.0,1.0
266,2017-02-23,606.8,611.0,589.675,591.375,582.7652,28458468,0.0,1.0
267,2017-02-22,546.5,605.825,546.0,603.75,594.9601,58207852,0.0,1.0
268,2017-02-21,537.6,545.475,536.525,544.1,536.1785,6485580,0.0,1.0
269,2017-02-20,535.275,539.425,533.25,537.7,529.8717,5326254,0.0,1.0
270,2017-02-17,533.25,539.1,529.225,537.75,529.921,6787712,0.0,1.0
271,2017-02-16,526.275,534.725,526.275,533.75,525.9792,8985694,0.0,1.0
272,2017-02-15,526.45,528.75,522.625,525.65,517.9971,6965690,0.0,1.0
273,2017-02-14,517.5,526.45,514.95,524.9,517.2581,8340828,0.0,1.0
274,2017-02-13,516.5,517.0,511.0,514.925,507.4283,3915976,0.0,1.0
275,2017-02-10,517.5,517.775,512.775,515.075,507.5761,5723062,0.0,1.0
276,2017-02-09,514.0,517.0,513.4,516.375,508.8571,4508432,0.0,1.0
277,2017-02-08,515.45,519.125,511.0,512.575,505.1125,7420188,0.0,1.0
278,2017-02-07,521.0,521.175,513.6,515.45,507.9456,4528490,0.0,1.0
279,2017-02-06,518.5,522.45,516.025,520.825,513.2424,4567964,0.0,1.0
280,2017-02-03,523.0,525.225,515.05,516.825,509.3006,6043502,0.0,1.0
281,2017-02-02,525.0,525.4,519.125,521.75,514.1539,4159816,0.0,1.0
282,2017-02-01,523.05,525.45,517.6,524.825,517.1841,5171596,0.0,1.0
283,2017-01-31,523.425,526.9,520.15,522.6,514.9915,6914730,0.0,1.0
284,2017-01-30,512.475,523.225,512.4,522.4,514.7944,7167512,0.0,1.0
285,2017-01-27,508.65,514.45,508.65,512.55,505.0878,9994478,0.0,1.0
286,2017-01-25,516.0,516.35,508.075,508.65,501.2446,10906460,0.0,1.0
287,2017-01-24,508.5,514.4,508.5,513.65,506.1718,4306182,0.0,1.0
288,2017-01-23,510.9,515.5,506.4,507.95,500.5548,6267066,0.0,1.0
289,2017-01-20,516.975,518.725,511.95,512.9,505.4328,4016164,0.0,1.0
290,2017-01-19,517.575,522.65,515.5,516.85,509.3252,6987456,0.0,1.0
291,2017-01-18,521.3,524.0,514.375,516.275,508.7586,7254142,0.0,1.0
292,2017-01-17,532.5,534.0,519.25,520.625,513.0453,17936580,0.0,1.0
293,2017-01-16,544.975,546.975,536.975,538.125,530.2905,5492010,0.0,1.0
294,2017-01-13,542.275,548.75,542.275,545.2,537.2625,3307338,0.0,1.0
295,2017-01-12,543.5,545.175,539.9,541.65,533.7642,1998728,0.0,1.0
296,2017-01-11,547.5,547.85,542.0,543.025,535.1192,5246422,0.0,1.0
297,2017-01-10,540.0,547.2,540.0,544.925,536.9915,5188800,0.0,1.0
298,2017-01-09,538.5,543.0,535.5,538.85,531.0049,2390514,0.0,1.0
299,2017-01-06,537.1,542.5,536.55,537.475,529.6499,3586854,0.0,1.0
300,2017-01-05,535.5,539.95,534.375,538.7,530.8571,3992966,0.0,1.0
301,2017-01-04,546.45,546.5,532.15,533.575,525.8068,4751094,0.0,1.0
302,2017-01-03,544.925,548.5,540.55,544.7,536.7698,2941502,0.0,1.0
303,2017-01-02,542.0,545.0,536.175,542.55,534.6511,3244916,0.0,1.0
304,2016-12-30,532.4,542.5,531.55,541.2,533.3207,7182986,0.0,1.0
305,2016-12-29,525.0,534.4,524.75,532.725,524.9691,4010412,0.0,1.0
306,2016-12-28,533.95,534.775,523.55,524.85,517.2087,4405854,0.0,1.0
307,2016-12-27,523.925,533.55,523.5,532.35,524.5995,7974284,0.0,1.0
308,2016-12-26,527.175,533.0,522.325,523.725,516.1001,7004598,0.0,1.0
309,2016-12-23,526.0,534.475,526.0,528.65,520.9534,4692828,0.0,1.0
310,2016-12-22,529.0,531.325,525.475,526.675,519.0072,13208832,0.0,1.0
311,2016-12-21,530.05,533.65,528.6,531.625,523.8851,9311516,0.0,1.0
312,2016-12-20,527.35,530.5,526.575,528.95,521.2491,5343438,0.0,1.0
313,2016-12-19,527.5,533.475,527.175,531.275,523.5402,6861900,0.0,1.0
314,2016-12-16,526.0,531.0,526.0,528.575,520.8795,6831074,0.0,1.0
315,2016-12-15,526.2,533.8,524.325,526.475,518.8101,8837934,0.0,1.0
316,2016-12-14,519.9,532.225,519.1,529.75,522.0374,11035658,0.0,1.0
317,2016-12-13,514.0,520.5,513.775,519.9,512.3309,4738906,0.0,1.0
318,2016-12-12,510.25,520.85,510.25,513.6,506.1225,4125400,0.0,1.0
319,2016-12-09,511.0,515.925,510.15,514.475,506.9848,3766666,0.0,1.0
320,2016-12-08,502.525,510.9,502.175,510.025,502.5996,4000460,0.0,1.0
321,2016-12-07,502.0,503.8,498.175,499.575,492.3018,2254226,0.0,1.0
322,2016-12-06,498.0,503.275,497.3,502.6,495.2827,3075070,0.0,1.0
323,2016-12-05,497.5,499.85,493.25,496.925,489.6903,1822820,0.0,1.0
324,2016-12-02,497.95,502.5,495.9,497.375,490.1338,5706090,0.0,1.0
325,2016-12-01,500.0,507.5,497.5,498.875,491.6119,5773026,0.0,1.0
326,2016-11-30,499.975,499.975,493.325,495.025,487.818,12616008,0.0,1.0
327,2016-11-29,494.5,502.15,494.025,498.85,491.5873,4519218,0.0,1.0
328,2016-11-28,496.5,500.3,492.05,493.325,486.1427,3800322,0.0,1.0
329,2016-11-25,495.0,497.95,492.175,496.85,489.6164,4779658,0.0,1.0
330,2016-11-24,502.775,502.775,491.1,493.675,486.4876,8646750,0.0,1.0
331,2016-11-23,502.5,505.25,499.775,504.5,497.155,5992496,0.0,1.0
332,2016-11-22,498.85,503.9,496.65,500.725,493.435,8067320,0.0,1.0
333,2016-11-21,493.775,496.775,491.6,495.75,488.5324,6049424,0.0,1.0
334,2016-11-18,492.5,496.35,491.0,493.75,486.5615,8303856,0.0,1.0
